regulator	target	beta.sign.sum	prior	ens_tf	ens_target
NKX2-1	RP5-832C2.5	0.095320005768953706	0	ENSG00000136352	ENSG00000215014
DLX3	RP5-832C2.5	0.037876039352225499	0	ENSG00000064195	ENSG00000215014
NR5A2	C1orf233	0.104135419439878	0	ENSG00000116833	ENSG00000228594
CEBPZ	MIB2	0.101712183908453	0	ENSG00000115816	ENSG00000197530
NFYA	MIB2	0.031099418063235199	0	ENSG00000001167	ENSG00000197530
SP2	MIB2	0.046710104847244402	1	ENSG00000167182	ENSG00000197530
ZNF143	SLC35E2B	0.030833736895998599	0	ENSG00000166478	ENSG00000189339
NFYB	SLC35E2B	0.054062449111768503	0	ENSG00000120837	ENSG00000189339
MAZ	RP11-345P4.7	0.0149998957989772	0	ENSG00000103495	ENSG00000269737
EMX1	CDK11A	0.049853285965191702	0	ENSG00000135638	ENSG00000008128
LHX2	RP1-283E3.8	-0.039486549828717001	0	ENSG00000106689	ENSG00000268575
NFYB	RP1-283E3.8	0.045810327290470992	0	ENSG00000120837	ENSG00000268575
GLIS2	RP1-283E3.8	-0.068355364259962401	0	ENSG00000126603	ENSG00000268575
ATF1	RP1-283E3.4	-0.10904953700057302	0	ENSG00000123268	ENSG00000227775
STAT2	RP1-283E3.4	-0.0256987504758595	0	ENSG00000170581	ENSG00000227775
EVX2	NADK	0.0383075118553175	0	ENSG00000174279	ENSG00000008130
GLI1	NADK	0.019614815407375401	0	ENSG00000111087	ENSG00000008130
FOSL2	GNB1	0.022017862209034199	0	ENSG00000075426	ENSG00000078369
PRDM14	GNB1	0.02401070927441	0	ENSG00000147596	ENSG00000078369
RFX4	GNB1	-0.036782456547125301	0	ENSG00000111783	ENSG00000078369
TFDP1	GNB1	-0.0057604819147851101	0	ENSG00000198176	ENSG00000078369
CEBPZ	RP1-140A9.1	0.018121663730304501	0	ENSG00000115816	ENSG00000231050
EGR1	RP1-140A9.1	0.064887039041450989	0	ENSG00000120738	ENSG00000231050
PLAG1	RP1-140A9.1	0.012923076790441201	0	ENSG00000181690	ENSG00000231050
LBX2	TMEM52	0.0070838510247281496	0	ENSG00000179528	ENSG00000178821
NR2E3	TMEM52	-0.0305009190222734	0	ENSG00000278570	ENSG00000178821
ZBTB7B	KIAA1751	0.013827008515590799	0	ENSG00000160685	ENSG00000142609
CTCF	KIAA1751	0.0233873158429415	0	ENSG00000102974	ENSG00000142609
SPI1	RP11-547D24.3	0.088666836529510296	0	ENSG00000066336	ENSG00000226969
MEF2D	PRKCZ	0.0635362181444903	0	ENSG00000116604	ENSG00000067606
MEF2D	RP5-892K4.1	0.0203059580714289	0	ENSG00000116604	ENSG00000271806
EHF	RP5-892K4.1	0.017679884846210501	0	ENSG00000135373	ENSG00000271806
EGR1	RP11-181G12.2	0.041254472057844001	0	ENSG00000120738	ENSG00000182873
PBX3	C1orf86	0.0176483423759594	0	ENSG00000167081	ENSG00000162585
GATA3	C1orf86	-0.059518259408630099	0	ENSG00000107485	ENSG00000162585
USF1	SKI	0.048265284743877902	0	ENSG00000158773	ENSG00000157933
EPAS1	SKI	0.024031940591898199	0	ENSG00000116016	ENSG00000157933
HNF4G	SKI	-0.027025787801925501	0	ENSG00000164749	ENSG00000157933
TP53	SKI	0.036509187111711798	0	ENSG00000141510	ENSG00000157933
RAX2	SKI	-0.025196122965405101	0	ENSG00000173976	ENSG00000157933
ZNF143	MORN1	0.033132478327846798	0	ENSG00000166478	ENSG00000116151
SP1	MORN1	0.065627550107895102	1	ENSG00000185591	ENSG00000116151
HGNC:9982	MORN1	0.041778831910162698	0	ENSG00000132005	ENSG00000116151
HGNC:9982	RP4-740C4.5	0.093655298863886988	0	ENSG00000132005	ENSG00000269896
ZIC4	RER1	-0.0106575038979357	0	ENSG00000174963	ENSG00000157916
PROX1	PLCH2	-0.031662803296148498	0	ENSG00000117707	ENSG00000149527
YBX1	TNFRSF14	0.080622128699346401	0	ENSG00000065978	ENSG00000157873
FUBP1	TNFRSF14	-0.0104273586271316	0	ENSG00000162613	ENSG00000157873
CDC5L	TNFRSF14	-0.047617374495959999	0	ENSG00000096401	ENSG00000157873
MLXIPL	RP3-395M20.9	0.040905375993215198	0	ENSG00000009950	ENSG00000228037
PDX1	FAM213B	-0.082098104398754604	0	ENSG00000139515	ENSG00000157870
MAFG	FAM213B	0.049410344806028898	0	ENSG00000197063	ENSG00000157870
PLAG1	MMEL1	0.0135779808796567	0	ENSG00000181690	ENSG00000142606
SP3	TTC34	0.035482135233926897	0	ENSG00000172845	ENSG00000215912
MBD2	TTC34	-0.048236273624744301	0	ENSG00000134046	ENSG00000215912
GLIS1	LINC00982	-0.0517132783189811	0	ENSG00000174332	ENSG00000177133
BRCA1	LINC00982	-0.0123935540794012	0	ENSG00000012048	ENSG00000177133
CTCFL	LINC00982	0.022877598423217401	0	ENSG00000124092	ENSG00000177133
PLAG1	PRDM16	0.027915134961671102	0	ENSG00000181690	ENSG00000142611
EHF	PRDM16	0.033698913488442603	0	ENSG00000135373	ENSG00000142611
FOXG1	PRDM16	0.061791147236170102	0	ENSG00000176165	ENSG00000142611
EHF	RP11-193J6.1	0.0092221209702157796	0	ENSG00000135373	ENSG00000279839
IRF4	RP11-22L13.1	0.014397923582480401	0	ENSG00000137265	ENSG00000272235
EHF	RP11-22L13.1	0.0123658711728327	0	ENSG00000135373	ENSG00000272235
PAX7	RP11-46F15.2	0.026689299184336001	0	ENSG00000009709	ENSG00000238260
T	TPRG1L	-0.108575088220264	0	ENSG00000164458	ENSG00000158109
STAT6	TPRG1L	-0.0133144212136873	0	ENSG00000166888	ENSG00000158109
POU4F1	TPRG1L	0.025431211736363001	0	ENSG00000152192	ENSG00000158109
PLAG1	CCDC27	0.013993812247152199	0	ENSG00000181690	ENSG00000162592
MBD2	SMIM1	-0.010367402735248801	0	ENSG00000134046	ENSG00000235169
KLF4	DFFB	0.023129226113804299	1	ENSG00000136826	ENSG00000169598
ZBTB18	LINC01134	0.048218561983854699	0	ENSG00000179456	ENSG00000236423
HOXB3	LINC01134	-0.048800732190397197	0	ENSG00000120093	ENSG00000236423
PLAG1	LINC01346	0.035710525553833798	0	ENSG00000181690	ENSG00000233304
EHF	LINC01346	0.040233835172307802	0	ENSG00000135373	ENSG00000233304
SPI1	LINC01346	0.0288007825408679	0	ENSG00000066336	ENSG00000233304
PAX7	RP13-614K11.2	0.034812575798468103	0	ENSG00000009709	ENSG00000226374
IRF4	RP13-614K11.2	0.0364076528761599	0	ENSG00000137265	ENSG00000226374
EHF	RP13-614K11.2	0.034225489236257498	0	ENSG00000135373	ENSG00000226374
SPI1	RP13-614K11.2	0.012300175954281999	0	ENSG00000066336	ENSG00000226374
IRF4	RP11-374C13.1	0.028320425870039901	0	ENSG00000137265	ENSG00000229280
PLAG1	RP11-374C13.1	0.0228129955898899	0	ENSG00000181690	ENSG00000229280
PLAG1	RP1-37J18.2	0.0075718357490944296	0	ENSG00000181690	ENSG00000232596
SPI1	RP1-37J18.2	0.019688381942129199	0	ENSG00000066336	ENSG00000232596
PLAG1	AJAP1	0.032144420072627897	0	ENSG00000181690	ENSG00000196581
EHF	AJAP1	0.134660886765953	0	ENSG00000135373	ENSG00000196581
NR1I3	NPHP4	0.092576375216123094	0	ENSG00000143257	ENSG00000131697
EOMES	KCNAB2	0.095293072970855403	0	ENSG00000163508	ENSG00000069424
HNF4G	KCNAB2	-0.051855692183930803	1	ENSG00000164749	ENSG00000069424
RELB	KCNAB2	-0.079091472500495405	1	ENSG00000104856	ENSG00000069424
SPI1	CHD5	0.0450575827820653	0	ENSG00000066336	ENSG00000116254
LHX8	RPL22	-0.034173403599019901	0	ENSG00000162624	ENSG00000116251
NHLH1	RPL22	0.013119608321707299	1	ENSG00000171786	ENSG00000116251
MBD2	RPL22	0.0076519568112234796	0	ENSG00000134046	ENSG00000116251
FOXB1	RP1-120G22.11	0.0113656932898885	0	ENSG00000171956	ENSG00000226944
ZNF423	RP1-120G22.11	-0.0145592489873262	0	ENSG00000102935	ENSG00000226944
NR2C2	RNF207	0.071849146305242098	0	ENSG00000177463	ENSG00000158286
OLIG2	RNF207	-0.064280440154533297	0	ENSG00000205927	ENSG00000158286
RELA	ICMT	-0.0052567963732264205	0	ENSG00000173039	ENSG00000116237
STAT6	ICMT	-0.065668684382233194	0	ENSG00000166888	ENSG00000116237
ALX1	ICMT	0.040380801848959702	0	ENSG00000180318	ENSG00000116237
HGNC:9982	ICMT	0.044853638627970802	0	ENSG00000132005	ENSG00000116237
MEF2D	LINC00337	0.012774752843965601	0	ENSG00000116604	ENSG00000225077
ZBTB49	LINC00337	-0.020368186385224998	0	ENSG00000168826	ENSG00000225077
LHX9	ACOT7	0.060979384412357299	0	ENSG00000143355	ENSG00000097021
TP53	ACOT7	0.044726509205555598	0	ENSG00000141510	ENSG00000097021
HOXC6	HES2	0.118559070029399	0	ENSG00000197757	ENSG00000069812
OLIG2	HES2	-0.023468357640321399	0	ENSG00000205927	ENSG00000069812
FOXG1	ESPN	0.063642350474829704	0	ENSG00000176165	ENSG00000187017
CTCF	ESPN	0.025808507814899399	0	ENSG00000102974	ENSG00000187017
ERF	TNFRSF25	-0.11704001629416599	0	ENSG00000105722	ENSG00000215788
POU3F4	TNFRSF25	0.163424427942478	0	ENSG00000196767	ENSG00000215788
USF1	PLEKHG5	0.091229466628071104	0	ENSG00000158773	ENSG00000171680
RELB	PLEKHG5	-0.021923710139175601	0	ENSG00000104856	ENSG00000171680
HOXC11	NOL9	0.043233328904771801	0	ENSG00000123388	ENSG00000162408
NKX2-1	NOL9	0.030151666028466001	0	ENSG00000136352	ENSG00000162408
ZNF143	ZBTB48	0.034027659925508998	1	ENSG00000166478	ENSG00000204859
ZNF143	KLHL21	0.068318590525077799	1	ENSG00000166478	ENSG00000162413
SP2	KLHL21	0.0422379051559751	1	ENSG00000167182	ENSG00000162413
CEBPB	KLHL21	-0.14815045296979099	0	ENSG00000172216	ENSG00000162413
AHR	DNAJC11	0.025849123091447501	0	ENSG00000106546	ENSG00000007923
TWIST1	DNAJC11	0.033262980616141198	0	ENSG00000122691	ENSG00000007923
SREBF2	DNAJC11	-0.032749303011366401	1	ENSG00000198911	ENSG00000007923
IRF4	RP11-242F24.1	0.019690563165274899	0	ENSG00000137265	ENSG00000228750
EHF	RP11-242F24.1	0.032256313714821502	0	ENSG00000135373	ENSG00000228750
SPI1	RP11-242F24.1	0.031168318899369399	0	ENSG00000066336	ENSG00000228750
PLAG1	RP11-338N10.1	0.043328707945194798	0	ENSG00000181690	ENSG00000270171
EHF	RP11-338N10.1	0.0114784761293998	0	ENSG00000135373	ENSG00000270171
NHLH1	VAMP3	0.0357766601779188	1	ENSG00000171786	ENSG00000049245
TCF7L2	VAMP3	0.033611626050427099	1	ENSG00000148737	ENSG00000049245
POU4F1	PER3	0.078686987114255896	0	ENSG00000152192	ENSG00000049246
HGNC:9982	PER3	0.066002829648029504	0	ENSG00000132005	ENSG00000049246
SRF	RP3-467L1.4	-0.0507846642721589	0	ENSG00000112658	ENSG00000236266
MAFA	RP3-467L1.4	0.0187110728561799	0	ENSG00000182759	ENSG00000236266
NFKB2	TNFRSF9	0.090740936787152199	0	ENSG00000077150	ENSG00000049249
RELA	TNFRSF9	0.10365936367445402	0	ENSG00000173039	ENSG00000049249
RELB	TNFRSF9	0.041208123712477403	0	ENSG00000104856	ENSG00000049249
HIVEP2	PARK7	0.0084055226613952705	0	ENSG00000010818	ENSG00000116288
ISL1	ERRFI1	0.104482255356685	0	ENSG00000016082	ENSG00000116285
IRF8	ERRFI1	0.12175122525059	0	ENSG00000140968	ENSG00000116285
EN1	RP11-431K24.1	0.025501571224235499	0	ENSG00000163064	ENSG00000238290
IRF4	RP11-431K24.1	0.048595272496881503	0	ENSG00000137265	ENSG00000238290
PLAG1	RP11-431K24.1	0.14642590581468898	1	ENSG00000181690	ENSG00000238290
FOXG1	RP11-431K24.1	0.0143525544511939	0	ENSG00000176165	ENSG00000238290
MYBL1	RERE	-0.0087212814985526792	0	ENSG00000185697	ENSG00000142599
PRRX2	RERE	-0.039408958072606401	0	ENSG00000167157	ENSG00000142599
ELF5	RERE	0.041210486950907003	1	ENSG00000135374	ENSG00000142599
CENPB	RERE	-0.047325137345381199	0	ENSG00000125817	ENSG00000142599
TFDP1	RPL7P11	0.030780902313863601	0	ENSG00000198176	ENSG00000234619
CEBPE	ENO1	-0.0098063773194261399	0	ENSG00000092067	ENSG00000074800
ETS2	ENO1	-0.016902653405057901	1	ENSG00000157557	ENSG00000074800
HOXD9	MIR6728	-0.048489437679540198	0	ENSG00000128709	ENSG00000274258
ZNF784	ENO1-IT1	0.074569806844506398	0	ENSG00000179922	ENSG00000236269
MECP2	ENO1-IT1	0.027046873791547899	1	ENSG00000169057	ENSG00000236269
IRF4	CA6	0.0135744352485724	0	ENSG00000137265	ENSG00000131686
EHF	CA6	0.062403070488307497	0	ENSG00000135373	ENSG00000131686
SPIB	CA6	0.023280858018136199	0	ENSG00000269404	ENSG00000131686
HES1	SLC2A5	-0.1657047094245	0	ENSG00000114315	ENSG00000142583
SOX15	SLC2A5	0.036957968681818602	0	ENSG00000129194	ENSG00000142583
RELB	SCARNA16	0.0078856896853451899	0	ENSG00000104856	ENSG00000252404
NFKB2	GPR157	0.051247657557786798	0	ENSG00000077150	ENSG00000180758
ZFHX3	GPR157	-0.10851213116117402	0	ENSG00000140836	ENSG00000180758
RFX5	RP3-510D11.1	0.0338072151599721	0	ENSG00000143390	ENSG00000228526
NR2C2	RP3-510D11.1	0.0075887405696991499	0	ENSG00000177463	ENSG00000228526
VAX1	RP3-510D11.1	-0.059112607085017803	0	ENSG00000148704	ENSG00000228526
ESRRB	RP3-510D11.2	-0.12522758604967299	0	ENSG00000119715	ENSG00000234546
ZFHX3	ENSG00000281937	-0.052378201870280201	0	ENSG00000140836	ENSG00000281937
ARNT	H6PD	-0.078344576717423897	0	ENSG00000143437	ENSG00000049239
EN2	H6PD	0.097354535327994901	0	ENSG00000164778	ENSG00000049239
IRF2	SPSB1	0.026408792910722598	0	ENSG00000168310	ENSG00000171621
IRF1	SPSB1	0.046248808748869899	0	ENSG00000125347	ENSG00000171621
IRF9	SPSB1	0.0321996604477474	0	ENSG00000213928	ENSG00000171621
RELA	TMEM201	-0.013168493239803002	1	ENSG00000173039	ENSG00000188807
RELB	TMEM201	-0.0399249612563626	1	ENSG00000104856	ENSG00000188807
HOXB3	C1orf200	-0.092359810438433096	0	ENSG00000120093	ENSG00000179840
FOSB	RP11-558F24.2	-0.024894570240867001	0	ENSG00000125740	ENSG00000233268
TCF4	CLSTN1	0.062460138067028298	0	ENSG00000196628	ENSG00000171603
TP53	CTNNBIP1	0.055201603036824101	0	ENSG00000141510	ENSG00000178585
DPRX	CTNNBIP1	0.089878238934657295	0	ENSG00000204595	ENSG00000178585
BHLHA15	RBP7	0.0140385194286514	0	ENSG00000180535	ENSG00000162444
STAT1	UBE4B	-0.017208108547722901	0	ENSG00000115415	ENSG00000130939
IRF9	UBE4B	-0.028135692382183199	0	ENSG00000213928	ENSG00000130939
PPARA	UBE4B	0.052486484437877699	0	ENSG00000186951	ENSG00000130939
NFYA	KIF1B	-0.0090939769253850708	1	ENSG00000001167	ENSG00000054523
PBX3	KIF1B	-0.0091841190084560997	1	ENSG00000167081	ENSG00000054523
TFDP1	KIF1B	-0.0039342746274210897	1	ENSG00000198176	ENSG00000054523
GBX2	PGD	-0.011095971810133901	0	ENSG00000168505	ENSG00000142657
HGNC:9982	PGD	-0.0064546706290174397	0	ENSG00000132005	ENSG00000142657
MEF2D	APITD1	0.043944720471364697	0	ENSG00000116604	ENSG00000175279
GCM2	APITD1	0.0210678220629355	0	ENSG00000124827	ENSG00000175279
NR2C2	PEX14	0.027990069339308601	0	ENSG00000177463	ENSG00000142655
CEBPE	CASZ1	-0.11858947173568402	0	ENSG00000092067	ENSG00000130940
ZFHX3	CASZ1	-0.023068543946315599	0	ENSG00000140836	ENSG00000130940
DPRX	CASZ1	-0.0633991092129884	0	ENSG00000204595	ENSG00000130940
CEBPE	RP4-734G22.3	-0.061713383766006803	0	ENSG00000092067	ENSG00000272078
ZNF350	RP4-734G22.3	-0.034243297747190801	0	ENSG00000256683	ENSG00000272078
MAFG	C1orf127	0.010326259886225901	0	ENSG00000197063	ENSG00000175262
YY1	TARDBP	0.062191312230269503	1	ENSG00000100811	ENSG00000120948
E2F4	TARDBP	0.018071204726283999	1	ENSG00000205250	ENSG00000120948
ZBTB33	TARDBP	0.0087410387050964999	0	ENSG00000177485	ENSG00000120948
LMX1A	MASP2	0.054237769630004103	0	ENSG00000162761	ENSG00000009724
SP3	RP4-635E18.8	0.016370289894848299	0	ENSG00000172845	ENSG00000271895
SP2	RP4-635E18.8	0.0097952081792724091	0	ENSG00000167182	ENSG00000271895
EOMES	SRM	0.018495882559524699	0	ENSG00000163508	ENSG00000116649
POU3F2	SRM	0.10633729816693099	0	ENSG00000184486	ENSG00000116649
ZNF350	SRM	0.030771500763282899	0	ENSG00000256683	ENSG00000116649
IRF9	MTOR	-0.00343263348114249	0	ENSG00000213928	ENSG00000198793
SOX8	ANGPTL7	0.072209635019896398	0	ENSG00000005513	ENSG00000171819
HMBOX1	UBIAD1	-0.068092992700668695	0	ENSG00000147421	ENSG00000120942
PLAG1	PTCHD2	0.062409731222846203	0	ENSG00000181690	ENSG00000204624
SPI1	PTCHD2	0.065784169391929201	0	ENSG00000066336	ENSG00000204624
FOXG1	PTCHD2	0.087572156492123202	0	ENSG00000176165	ENSG00000204624
PLAG1	RP1-69M21.2	0.0128565249939673	0	ENSG00000181690	ENSG00000235643
SPI1	RP1-69M21.2	0.021611580586122399	0	ENSG00000066336	ENSG00000235643
ZBTB18	FBXO2	0.0409722826121122	0	ENSG00000179456	ENSG00000116661
ZKSCAN3	FBXO2	-0.050898117432032999	0	ENSG00000189298	ENSG00000116661
HIF1A	FBXO44	0.045340561646058701	0	ENSG00000100644	ENSG00000132879
SP2	FBXO44	0.0954416324180552	1	ENSG00000167182	ENSG00000132879
ZBTB7B	FBXO6	-0.025468024326522901	0	ENSG00000160685	ENSG00000116663
EVX2	FBXO6	0.035608826670093803	0	ENSG00000174279	ENSG00000116663
IRF9	FBXO6	0.083050509388635604	0	ENSG00000213928	ENSG00000116663
ZBTB18	MAD2L2	0.030735710684760598	1	ENSG00000179456	ENSG00000116670
RXRG	DRAXIN	-0.025559481709733298	0	ENSG00000143171	ENSG00000162490
IRF4	DRAXIN	0.035623471599995397	0	ENSG00000137265	ENSG00000162490
NFIL3	AGTRAP	-0.050350270511136497	0	ENSG00000165030	ENSG00000177674
PLAG1	C1orf167	0.017682248161762299	0	ENSG00000181690	ENSG00000215910
CTCFL	C1orf167	0.0641543687637363	0	ENSG00000124092	ENSG00000215910
IRF7	MTHFR	-0.0256044914637923	0	ENSG00000185507	ENSG00000177000
PDX1	MTHFR	-0.024497398466804501	0	ENSG00000139515	ENSG00000177000
MAFB	MTHFR	0.050468212627120299	0	ENSG00000204103	ENSG00000177000
YBX1	CLCN6	0.080880876223169987	0	ENSG00000065978	ENSG00000011021
YBX1	NPPA	0.047501941290886099	0	ENSG00000065978	ENSG00000175206
GBX1	RNU5E-1	-0.030991276547672801	0	ENSG00000164900	ENSG00000199347
MEIS3	RNU5E-1	-0.030606795524834099	0	ENSG00000105419	ENSG00000199347
NFYB	KIAA2013	0.0137188977699856	0	ENSG00000120837	ENSG00000116685
NHLH1	MIIP	-0.086139216170483895	1	ENSG00000171786	ENSG00000116691
GATA3	MIIP	-0.087147149628852699	0	ENSG00000107485	ENSG00000116691
NFE2L1	TNFRSF8	-0.0566660492802981	0	ENSG00000082641	ENSG00000120949
HAND1	TNFRSF1B	0.027941832030373901	0	ENSG00000113196	ENSG00000028137
IRX3	TNFRSF1B	-0.068891841337530499	0	ENSG00000177508	ENSG00000028137
FOXD1	VPS13D	0.0357469575090835	0	ENSG00000251493	ENSG00000048707
HOXB13	VPS13D	0.023393358164911001	0	ENSG00000159184	ENSG00000048707
NR2C2	DHRS3	0.042834374257093903	0	ENSG00000177463	ENSG00000162496
MSC	DHRS3	0.13916397185420301	0	ENSG00000178860	ENSG00000162496
PAX7	AADACL4	0.071069700587145304	0	ENSG00000009709	ENSG00000204518
EHF	AADACL4	0.038691709998320001	0	ENSG00000135373	ENSG00000204518
SPI1	AADACL4	0.0091207199618178903	0	ENSG00000066336	ENSG00000204518
IRF4	AADACL3	0.033568154178930901	0	ENSG00000137265	ENSG00000188984
EHF	AADACL3	0.0231488100970626	0	ENSG00000135373	ENSG00000188984
SPI1	AADACL3	0.056012098286540898	0	ENSG00000066336	ENSG00000188984
SPI1	C1orf158	0.021545912183116502	0	ENSG00000066336	ENSG00000157330
EHF	PRAMEF12	0.029024529732145501	0	ENSG00000135373	ENSG00000116726
SPI1	PRAMEF12	0.011117662850411001	0	ENSG00000066336	ENSG00000116726
EHF	PRAMEF11	0.0127644928873054	0	ENSG00000135373	ENSG00000239810
IRF4	PRAMEF2	0.043586128472410099	0	ENSG00000137265	ENSG00000120952
SPI1	HNRNPCL2	0.0082513158112430297	0	ENSG00000066336	ENSG00000275774
IRF4	PRAMEF18	0.017381365719803199	0	ENSG00000137265	ENSG00000279804
